Address,City,State,Zip,Name,geo_longitude,geo_latitude,geo_accuracy,Description,Link,Year,Historic Property
100 Japanese Village Plaza Mall, Los Angeles,CA,90012,Oomasa,,,,"One of the earliest sushi bars. The first, Kawafuku, opened in Little Tokyo in 1966 and is long gone.",http://www.ladowntownnews.com/oomasa/article_2725f49e-d316-11e4-9d62-63fbd483e775.html,1972,
4264 Peck Road, El Monte,CA,91732,Jolly Jug,-118.0279707,34.0688848,primary,One half is an intact vintage diner and the other side is a bar. Amazingly spectacular original signage.,http://www.yelp.com/biz/jolly-jug-el-monte,1946,
6030 Magnolia Ave, Riverside,CA,92506,Tuxie,-117.391869,33.960605,house,"Once a walk-up hamburger restaurant, it is now a taco shop under the same name. A great neon sign dates to 1955.",http://www.yelp.com/biz/tuxies-drive-in-riverside,1952,
736 Silver Spur Rd, Rolling Hills Estates,CA,90274,The Red Onion,-118.3689537,33.7709327,restaurant,"Once a nationwide chain of Mexican American restaurants, this is the only survivor.",http://www.originalredonion.com/tradition/index.cfm,1963,
31250 Palos Verdes Dr W, Rancho Palos Verdes,CA,90275,The Admiral Risty,-118.407268,33.748345,house,"Once a cool sea food house, just underwent an unfortunate remodeling.  Ocean views.",http://admiralristy.com/,1966,
4211 W Riverside Dr, Burbank,CA,91505,Bob's Big Boy,,,,Oldest remaining branch of the burger chain. Mixes streamline modern with Googie. Remodeled interior./span,http://www.bobs.net/,1949,
1695 Irvine Ave, Costa Mesa,CA,92627,La Cave,-117.9089179,33.62833515,house,"Old-school steak and seafood. Dark and romantic, located downstairs in a cellar. John Wayne was a regular.",http://www.lacaverestaurant.com/,1962,
6332 W 3rd St, Los Angeles,CA,90036,Andre Italian Restaurant,-118.3599181,34.07122525,house,Old-school Italian-American food served cafeteria style. Named for 8220Andre of Beverly Hills8221.,http://www.andresitalian.com/history.html,1963,
1013 Alpine St, Los Angeles,CA,90012,Eastside Market  Italian Deli,-118.2431219,34.0634831,tertiary,"Old-fashioned, tried and true Italian-American deli, opened in 1929 as a market. Minimal remodeling, original meat & deli counters, historic building.",http://esmdeli.com/about-us/,1929,
18114 Parthenia St, Northridge,CA,91325,Tortilla Inn,-118.5278287,34.22857605,house,"Old school, family-owned Mexican restaurant with a dimly-lit atmosphere, red leather booths and separate bar.",http://www.yelp.com/biz/tortilla-inn-northridge,1959,
2520 Sepulveda Blvd, Torrance,CA,90505,The San Franciscan,,,,"Old school steakhouse. Vintage signage, red leather booths, classic early 1960s.",http://www.the-sanfranciscan.com/,1963,
4557 Sherman Oaks Ave, Sherman Oaks,CA,91403,Valley Inn Restaurant,-118.4692055,34.1535895,house,Old school steakhouse with round black leather booths and an attached vintage bar.,http://www.valleyinnrestaurantandbar.com/about.php,1947,
1300 N. Spring St., Los Angeles,CA,90012,Nick's Cafe,-118.2411905,34.0564291,primary,Old school roadhouse type diner with wood paneled walls and counter seating only serving breakfast and lunch.,http://nickscafe.net/,1948,
3911 Riverside Dr., Toluca Lake,CA,91505,Don Cuco,,,,Old school Mexican food. A building dressed like a Spanish villa and a dark interior rich with stained glass and tile.,http://doncuco.com/,1969,
1833 Colorado Blvd, Los Angeles,CA,90041,Colombo's Italian Steakhouse,-118.2071264,34.13947676,house,"Old school Italian red semi-circular booths, dim lighting, an attached bar  jazz acts.",http://colombosrestaurant.com/,1954,
8826 Reseda Blvd, Northridge,CA,91324,Joyce Coffee Shop,-118.5359843,34.23111331,house,"Old school diner-style coffee shop. Vintage signs, burgundy leather booths & formica tables.",http://museumsanfernandovalley.blogspot.com/2010/03/joyces-coffee-shop-northridge-tradition.html,1955,
2347 Pacific Coast Hwy, Lomita,CA,90717,Hot 'n Tot,,,,Old school diner with remodeled interior. Great neon appears to be from the 1960s.,http://www.yelp.com/biz/hot-n-tot-lomita,1946,
301 Ord St, Los Angeles,CA,90012,Phoenix Inn,-118.2405998,34.0607762,residential,Old school Chinese cuisine in a restaurant that was renovated in 2010. The mid-â€™60s signs out front remain.,http://la.eater.com/2015/1/28/7931741/phoenix-inn-chinatown-chinese-chain-los-angeles-classics-feature,1965,
216 N Orange St, Glendale,CA,91203,Billy's Delicatessen,-118.2562777,34.14844399,house,"Old school charm. An outside hand-sculpted ceramic wall of salami, cheese  other deli items is a draw. (CLOSED PERMANENTLY June 2015)",http://www.billysdeli.com/about_glendale.php,1948,
9406 Las Tunas Dr, Temple City,CA,91780,Ye Loy Chinese Food,-118.0623343,34.1065076,primary,"Old school Americanized Chinese served at a small restaurant with red leather booths, wood and traditional Chinese decorative touches.",http://www.yeloy.com/,1953,
6667 Hollywood Blvd, Los Angeles,CA,90028,Musso & Frank Grill,140.0379871,35.6696839,motorway_junction,"Old Hollywood classic red leather  wood booths, amazing signs, vintage American food.  ",http://mussoandfrank.com/history/,1919,
1526 Mission, South Pasadena,CA,91030,Fair Oaks Pharmacy& Soda Fountain,,,,Old fashioned ice cream sodas and lunch. Originally called Raymond Pharmacy.,http://www.fairoakspharmacy.net/fountain/index.html,1915,
9545 E Whittier Blvd, Pico Rivera,CA,90660,Clearmanâ€™s Steak â€˜n Stein,,,,"Old Europe-themed kitschy steak house. Dark red colors, wood, chandeliers and stained glass.",http://clearmansrestaurants.com/steaknstein/,1946,
3801 East Coast Hwy, Corona Del Mar,CA,92625,Five Crowns,-117.8668679,33.5935256,restaurant,Old English white-tablecloth styled steakhouse. Fine dining.    ,http://www.lawrysonline.com/five-crowns,1965,
16812 Pacific Coast Hwy, Sunset Beach,CA,90742,Captain Jack's,-118.07035,33.7182606,restaurant,"Oceanside seafood restaurant opened by surfboard pioneer & champion Jack Haley. Building still has â€™60s vibe with an exposed river rock exterior. Interior has vintage, rustic nautical feel with wood & burgundy leather booths.",http://www.yelp.com/biz/captain-jacks-prime-rib-and-seafood-restaurant-sunset-beach-2,1965,
17300 Pacific Coast Hwy, Pacific Palisades,CA,90272,Gladstone's,-118.5357518,34.0358261,primary,Ocean view sea food restaurant. Originally opened in Santa Monica Canyon in 1972.,http://gladstones.com/the-restaurant/,1981,
10463 Santa Monica Blvd, Los Angeles,CA,90025,Carmine's II Caffe,-118.4253914,34.05616154,house,NULL,http://www.carminesla.com/,1972,
106 Entrada Dr, Santa Monica,CA,90402,Patrick Roadhouse,,,,NULL,http://www.patricksroadhouse.info/about.htm,1973,
11024 Sepulveda Blvd, Mission Hills,CA,91345,Lâ€™Affaire CafÃ©,-118.4671344,34.27083318,house,NULL,http://www.laffair-cafe.com/,1975,
1142 W Valley Blvd, Alhambra,CA,91803,Belly Buster Sandwich Shoppe,-118.1351501,34.07778829,house,NULL,http://www.yelp.com/biz/belly-buster-sandwich-shoppe-alhambra,1973,
11980 Santa Monica Blvd, Los Angeles,CA,90025,Guido's Restaurant,-118.4200086,34.0599833,primary,NULL,http://www.guidosla.com/about/index.html,1979,
12120 Long Beach Blvd, Lynwood,CA,90262,Chico's Pizza,-118.2092028,33.91777981,house,NULL,http://www.yelp.com/biz/chicos-pizza-parlor-lynwood,1976,
128 Old Topanga Canyon Rd, Topanga,CA,90290,Inn of the Seventh Ray,-118.606978,34.092193,house,NULL,http://www.innoftheseventhray.com/about-us,1973,
1433 Wilshire Blvd, Santa Monica,CA,90403,Izzy's Deli,-118.488627,34.02707967,house,NULL,http://www.izzysdeli.com/,1973,
1453 Westwood Blvd, Los Angeles,CA,90024,Mary & Robbs Westwood Cafe,-118.4440408,34.0589436,secondary,NULL,http://maryandrobbs.com/our-story-1.html,1977,
15013 Ventura Blvd, Sherman Oaks,CA,91403,La Frite,-118.4640166,34.1534469,primary,NULL,http://lafritecafe.com/About_Us.html,1972,
16900 Roscoe Blvd, Van Nuys,CA,91406,Lulu's Cafe,,,,NULL,http://www.lulusrestaurant.com/,1976,
185 Culver Blvd, Playa Del Rey,CA,90293,The Shack,-118.4487846,33.9587829,bar,NULL,http://www.the-shacks.com/index.html,1972,
20030 Vanowen St, Winnetka,CA,91306,Cupid's Hot Dogs,-118.5700694,34.19372094,house,NULL,http://www.dailynews.com/general-news/20060617/hot-dog-stands-are-labor-of-love,1962,
20036 Vanowen St, Canoga Park,CA,91306,Daglas Drive-in,-118.5906034,34.1937709,secondary,NULL,http://www.laweekly.com/restaurants/daglas-drive-in-hamburger-stand-by-me-2166788,1979,
2013 W Burbank, Burbank,CA,91506,Buchanan Arms Restaurant  Pub,,,,NULL,http://www.buchananarmspub.com/,1977,
2423 Artesia Blvd, Redondo Beach,CA,90278,Brogino's,-118.3790509,33.872763,primary,NULL,http://broginos.com/,1977,
24415 Walnut St, Santa Clarita,CA,91321,Egg Plantation,-118.5304483,34.38018671,house,NULL,http://www.eggplantation.com/about.html,1973,
2735 West Coast Hwy, Newport Beach,CA,92663,The Rusty Pelican,-117.9218866,33.61903345,house,NULL,http://www.yelp.com/biz/rusty-pelican-newport-beach,1972,
2900 Sunset Blvd, Los Angeles,CA,90026,CafÃ© Tropical,-118.273529,34.082999,house,NULL,http://www.yelp.com/biz/caf%C3%A9-tropical-los-angeles-2,1975,
3115 Pico Blvd, Santa Monica,CA,90405,Valentino,-118.4579436,34.02562923,house,NULL,http://valentinosantamonica.com/about/history,1972,
3198 W 7th St, Los Angeles,CA,90005,The Prince,-118.295247,34.059672,house,NULL,http://theprincela.com/,1991,
337 E 1st St, Los Angeles,CA,90012,Suehiro Cafe,-118.2277546,34.0478474,secondary,NULL,https://suehirocafe.wordpress.com/,1972,
3701 Cahuenga Blvd, Studio City,CA,91604,Good Neighbor Restaurant,,,,NULL,http://goodneighborrestaurant.com/,1972,
419 Cold Canyon Rd, Calabasas,CA,91302,Saddle Peak Lodge,,,,NULL,http://www.saddlepeaklodge.com/,1985,
523 W Huntington Dr, Monrovia,CA,91016,Le Roy Restaurant,-118.010757,34.140396,house,NULL,http://leroystheoriginal.com/about.html,1976,
550 N Harbor Blvd, Fullerton,CA,92832,Angelo and Vinci,-117.924201,33.875219,house,NULL,http://www.angelosandvincis.com/history.html,1971,
612 S Lorena St, Los Angeles,CA,90023,King Cole Pizza,-118.199621,34.029722,house,NULL,http://www.kingcolepizza.com/c.aspx?n=About,1972,
6209 Topanga Canyon, Woodland Hills,CA,91367,Original Pizza Cookery,-118.6057589,34.1667962,secondary,NULL,http://www.pizzacookery.com/about-us/,1975,
9039 Lindley Ave, Northridge,CA,91325,Cupid's Hot Dogs,-118.5274446,34.23442253,house,NULL,http://www.cupidshotdogs.net/,1965,
9110 De Soto Ave, Chatsworth,CA,91311,Giamela Lamplighter,-118.5884335,34.23585589,house,NULL,http://www.giamelaslamplighter.com/,1977,
9901 Topanga Canyon Blvd, Chatsworth,CA,91311,Country Deli Restaurant,-118.606224,34.250091,house,NULL,http://www.countrydelirestaurant.com/our-story/p201222,1979,
2794 S Coast Hwy, Laguna Beach,CA,92651,Dizz's As Is,11.3400106,51.3258094,locality,NULL,http://www.dizzsasis.com/about.html,1977,
400 N Pacific Coast Hwy, Redondo Beach,CA,90277,Eat at Joe's,,,,No frills diner. Communal table seating.,http://originaleatatjoes.com/AboutUs.html,1969,
6821 White Oak Ave, Reseda,CA,91335,Zig's,11.3400106,51.3258094,locality,"Neighborhood American diner food in a brightly-lit, utilitarian, late â€™60s building.",http://www.zigs.com/,1967,
9514 Reseda Blvd, Northridge,CA,91324,My Hero,-118.5359901,34.243098,house,Much beloved Mom & Pop submarine sandwich shop; counter & stools eating set-up. A â€œMy Heroâ€ù wall of photos dedicated to harness racing & Northridge sports.,http://www.yelp.com/biz/my-hero-submarine-sandwich-shoppe-northridge,1964,
11222 Washington Pl, Culver City,CA,90230,Tito Tacos,-118.4144703,34.0081414,fast_food,Much beloved Americanized hard-shelled tacos served at an outdoor stand with long lines.,http://www.titostacos.com/,1959,
15426 Devonshire St, Mission Hills,CA,91345,Safari Room,-118.454297,34.2572064,primary,"Mid-century steakhouse with black leather semi-circular booths, wood beamed ceiling, an attached bar and safari-themed art work. Original sign features a dancing African warrior.",http://safariroomrestaurant.com/,1957,
7312 Beverly Blvd, Los Angeles,CA,90036,El Coyote,-118.349001,34.0760675,house,Mid-century Mexican decor and signs. Originally located at 1st  La Brea moved to its current location in 1951.,http://www.elcoyotecafe.com/,1931,
2300 Fletcher, Los Angeles,CA,90039,Astro Family Restaurant,-118.259022,34.104465,house,"Mid-century Googie diner that changed names opened as Donley Diner, then Conrad, Astro in 1974.",http://www.astrofamilyrestaurant.com/index.asp,1958,
4106 San Fernando Road,Glendale,CA,91204,Dinahs Chicken,-118.2600506,34.12949099,house,"Mid-century fast-food restaurant serving chicken & comfort food. Great period building with late â€™60s font along with a giant chicken bucket on a pole that was supposedly a predecessor to KFCâ€™s. Remodeled inside with a country, home style touch.",http://laist.com/2007/07/26/dinahs_fried_ch.php,1967,
6440 Magnolia Ave, Riverside,CA,92506,Sire Bar  Grill,-117.3945381,33.9568834,primary,"Mid-century bar and American restaurant. Red leather, wood, fireplace. Amazing vintage horseshoe neon sign.",http://sirebarandgrill.com/about-sire-bar-grill-riverside/,1955,
7716 Eastern Ave, Bell Gardens,CA,90201,Quickie Dog/Taco Quickie,-118.1655028,33.96292481,house,Mid-â€™60s drive-through/walk-up hot dog & taco stand that started in adjacent buildings & merged into one building built in 1967. Cool original signs & vintage umbrella tables.,http://www.yelp.com/biz/quickie-dog-and-taco-quickie-bell-gardens,1965,
4720 Eagle Rock Blvd, Los Angeles,CA,90041,Pat and Lorraine,-118.2165153,34.13078425,house,Mid 821770s diner serving breakfast  lunch. Opening scene of emReservoir Dogs/em filmed here.,http://www.yelp.com/biz/pat-and-lorraines-coffee-shop-los-angeles,1977,
220 Lincoln Blvd, Venice,CA,90291,Casablanca,-118.4568214,33.9960182,primary,Mexican restaurant with a decorating theme based on the movie 8220Casablanca8221.,http://casablancarestaurant.net/History.html,1980,
16006 Inglewood Ave, Lawndale,CA,90260,Leo Mexican Food,-118.3612226,33.8852655,house,Mexican restaurant originally opened in 1948. Moved to newly constructed building in 1976.,http://www.leosmexicanfood.com/,1976,
2126 East Cesar E Chavez Avenue, Los Angeles,CA,90033,La Parilla,-118.2279592,34.0553002,primary,Mexican food. They opened a second location on Wilshire Blvd in downtown L.A.,http://www.laparrillarestaurants.com/chome.html,1978,
1113 N Harper Ave, West Hollywood,CA,90046,Gardens of Taxco,-118.3689488,34.09093837,house,Mexican food. Prix fixe menu recited by a waiter. Dark interior with red leather booths.,http://thegardensoftaxco.com/,1971,
1100 W Victory Blvd, Burbank,CA,91506,Alfredo Granada,-118.3230505,34.1839658,secondary,Mexican food. Early 821770s decor with a tile-roofed Mexican hacienda disguising the kitchen. Attached bar.,http://www.yelp.com/biz/granadas-burbank,1971,
2975 Foothill Blvd, La Verne,CA,91750,La Paloma,11.3400106,51.3258094,locality,Mexican food. Building constructed in 1928. Great sign and mid-century Mexican-style interior.,http://lapalomamexicanrestaurant.com/history.php,1966,
15333 Crenshaw Blvd, Gardena,CA,90249,La Villa Mexican Restaurant,-118.3265189,33.9123402,primary,Mexican food in a bright brick & shingle building. Original neon sign; interior decoration leans toward late â€™60s country cottage with a Southwest flavor.,http://www.yelp.com/biz_photos/la-villa-mexican-food-restaurant-gardena-2?start=60,1969,
1920 Hyperion Ave, Los Angeles,CA,90027,Casita del Campo,-118.2754127,34.09762883,house,"Mexican cuisine. Opened by Broadway  Vegas dancer Rudy del Campo, who played one of the 8220Sharks8221 in emWest Side Story/em.",http://casitadelcampo.net/full-width/,1963,
3853 Atlantic Ave, Long Beach,CA,90807,Nino's,-118.1851005,33.82818646,house,Long standing Italian-American restaurant that was recently given a flavorless remodel that took away their long-held vintage charm.,http://www.ninoslongbeach.com/history/,1958,
222 N Western Ave, Los Angeles,CA,90004,Pipers,,,,Long standing diner with cool architectural lines its interior was compromised in a remodel. One vintage sign is left facing Beverly Blvd.,http://www.yelp.com/biz/pipers-restaurant-los-angeles,1964,
1 Olvera St, Los Angeles,CA,90012,La Luz del Dia,-118.2373201,34.0581578,pedestrian,"Located in a historic building on L.A.â€™s oldest street, this Mexican restaurant serves from a take-out window and has a central dining room. It evolved from a Mexican market with the same name opened in 1915 at another location.",http://luzdeldia.com/story.html,1959,
1305 Highland Ave, Manhattan Beach,CA,90266,Uncle Bill Pancake House,-118.4196003,33.9047326,secondary,Located in a 1908 built house. American breakfast and lunch foods.,http://www.unclebills.net/history.html,1961,
9015 Sunset Blvd, West Hollywood,CA,90069,Rainbow Bar  Grill,,,,Legendary Sunset strip rock hangout that opened in place of Vincente Minelli Villa Nova.,http://www.rainbowbarandgrill.com/,1972,
697 N Victory Blvd, Burbank,CA,91502,Lancers Restaurant,-118.3201263,34.1808056,house,Late 821760s diner with lounge inside serving American food.,http://lancersrestaurant.com/,1969,
1824 W Manchester Ave, Los Angeles,CA,90047,Jim Dandy Fried Chicken,,,,Last two survivors of the 821760s-821770s national Southern-fried chicken chain. Cool signs.,http://www.yelp.com/biz/jim-dandy-fried-chicken-los-angeles-2,1969,
11328 Vermont Ave, Los Angeles,CA,90044,Jim Dandy Fried Chicken,,,,Last two survivors of the â€™60s-â€™70s national Southern-fried chicken chain. Cool signs.,http://www.yelp.com/biz/jim-dandy-fried-chicken-los-angeles,1969,
11605 Washington Blvd, Whittier,CA,90606,The Steak Corral,11.3400106,51.3258094,locality,Last of a kitschy â€™60s steakhouse chain. Old school Western decor includes wagon trains over the salad bar.,http://www.whittierdailynews.com/arts-and-entertainment/20140709/steak-corral-in-whittier-a-beef-lovers-paradise,1965,
118 E 6th St, Los Angeles,CA,90014,Cole's,-118.2497495,34.04503704,house,"Known for their cocktails and French dip sandwiches, which they claim to have invented.",http://en.wikipedia.org/wiki/Cole%27s_Pacific_Electric_Buffet,1908,
3357 Wilshire Blvd, Los Angeles,CA,90010,HMS Bounty,-118.2969058,34.06184525,house,"Kitschy nautical-themed bar  grill with red leather booths, a wooden bar  port holes in the walls.",http://www.yelp.com/biz/hms-bounty-los-angeles,1948,
9420 W Pico Blvd, Los Angeles,CA,90035,Factor's Famous Deli,-118.4247449,34.0419005,secondary,"Jewish Deli with booth-style seating, walls of sports memorabilia and a retro â€™70s appearing sign out front.",http://factorsdeli.com/about/,1948,
38 N La Cienega Blvd, Beverly Hills,CA,90211,Benihana,,,,Japanese hibachi chain in an early â€™70s Pagoda-style building in which a chef theatrically prepares food tableside. This was one of the first 6 restaurants in a chain of now over 100. ,http://www.yelp.com/biz/benihana-beverly-hills,1971,
1858 N Vermont Ave, Los Angeles,CA,90027,Palermo,-118.2916803,34.10473517,house,"Italian-American food. Originally opened in 1976 on Hillhurst Ave. Burgundy leather booths, old school feel.",http://www.palermoristoranteitaliano.com/,1979,
6204 West Coast Hwy, Newport Beach,CA,92663,Spaghetti Bender,-117.9140772,33.6160959,primary,Italian restaurant with an old school country kitschy dining room that hasnâ€™t been remodeled since 1976.,http://www.spaghettibender.com/our-story.html,1969,
6333 W 3rd St 448, Los Angeles,CA,90036,Patsy Dâ€™Amoreâ€™s Pizza,,,,Italian food stand in the Original Farmerâ€™s Market still run by Patsyâ€™s daughter. He then ran the legendary Villa Capri in Hollywood which lasted from 1950-1982.,http://www.farmersmarketla.com/blog/blogDetail/patsy-damores-pizza/71,1949,
2321 Westwood Blvd, Los Angeles,CA,90064,Matteo,-118.4304721,34.0424049,secondary,"Italian food served in an elegant, upscale room with booths and white table cloths. Once known as a celebrity hang-out, the original owner was a buddy of Frank Sinatraâ€™s.",http://matteosla.com/matteos/,1963,
1540 W Valley Blvd, Alhambra,CA,91803,Angelo Italian Restaurant,-118.1395034,34.07753371,house,Italian food in an unassuming  restaurant. A recent renovation took away the vintage.,http://www.angelosalhambra.com/,1962,
3787 Cahuenga Blvd, Studio City,CA,91604,The Baked Potato,,,,Intimate live jazz club that serves entree-sized baked potatoes and a menu full of toppings.,http://www.thebakedpotato.com/home.html,1970,
9641 Sunset Blvd, Beverly Hills,CA,90210,Polo Lounge,,,,"Inside the Beverly Hills Hotel, built 1918. Classic, but pricey food Hollywood star history.",http://www.dorchestercollection.com/en/beverly-hills/the-beverly-hills-hotel/restaurants-bars/the-polo-lounge/,1941,
6710 La Tijera Blvd, Los Angeles,CA,90045,Pann Restaurant,-118.4177127,33.9555956,residential,Iconic family-owned Googie diner with vintage interior and neon sign.,http://www.panns.com/ourstory.htm,1958,
9071 Santa Monica Blvd, West Hollywood,CA,90069,Dan Tana,-118.3890115,34.08171924,house,"Iconic celebrity-studded Italian restaurant. Red leather booths, old school classic.",http://www.dantanasrestaurant.com/,1964,
6521 S Sepulveda Blvd, Los Angeles,CA,90045,Dinah's Family Restaurant,-118.394019,33.9781448,primary,Homey diner that been remodeled but keeps some vintage integrity.,http://la.eater.com/2013/7/16/6401857/teri-ernst-owner-of-dinahs-family-restaurant,1959,
1001 N Alameda St, Los Angeles,CA,90012,Phillipe the Original,,,,Historic deli. Also claims to have invented French dip. At this location since 1951.,http://www.philippes.com/philippes-history.html,1908,
13221 Whittier Blvd, Whittier,CA,90602,Jack's Whittier Restaurant,-118.0281272,33.9604199,primary,Great sign at this vintage diner which has renovations  recently had a 8220retro8221 re-decoration.,http://www.sgvtribune.com/arts-and-entertainment/20140409/jacks-whittier-restaurant-serves-up-hefty-diner-food-classics,1933,
5 W. Washington Blvd, Venice,CA,90292,Hinano Cafe,-118.464688,33.9802887,secondary,Funky beach side shack that was one of Jim Morrison favorite hangs.,http://hinanocafevenice.com/about/,1961,
1911 Sunset Blvd, Los Angeles,CA,90026,Taix,-118.260828,34.078142,house,"French cuisine with stiff drinks. Opened in 1927 at another location. Romantic, mid-century setting with attached lounge.",http://taixfrench.com/sample-page/,1962,
8318 E Foothill Blvd, Rancho Cucamonga,CA,91730,Sycamore Inn,,,,Fine steakhouse dining on Route 66. Built on the spot of the 1848 Mountain View Inn.,http://www.thesycamoreinn.com/,1939,
1999 N Sycamore Ave,Los Angeles,CA,90068,Yamashiro,-118.342325,34.106464,house,"Fine Japanese-style dining. Built in 1914, with romantic views and L.A. oldest structure- a 600 year-old pagoda.",http://www.yamashirohollywood.com/tag/yamashiro-history/,1960,
1505 E Washington Blvd, Pasadena,CA,91104,Sandwiches by Connal,-118.1194835,34.16916075,house,Fast food sandwich stand with a great neon sign and a completely remodeled interior.,http://aht.seriouseats.com/archives/2010/07/connals-burger-review-pasadena-los-angeles-ca.html,1958,
4017 Sepulveda Blvd, Culver City,CA,90230,Johnnie's Pastrami,-118.4137807,34.00841839,house,"Famous pastrami shack original neon, vintage wood laminate counters, juke boxes at each table.",http://www.johnniespastrami.com/about.html,1952,
219 N Central Ave, Glendale,CA,91203,Clancy Crab Boiler,,,,"Family-owned seafood restaurant decorated in 1890s style via 1975, complete with sawdust on the floor.",http://www.clancyscrabbroiler.com/page11/page11.html,1975,
1650 Colorado Blvd, Los Angeles,CA,90041,Casa Bianca Pizza Pie,-118.202742,34.13944,house,"Family-owned Chicago Italian pizzeria. Amazing original neon sign, casual old school vibe.",http://casabiancapizza.com/history.html,1955,
5468 Valley Blvd, Los Angeles,CA,90032,Garfano Pizza,-118.1764189,34.0679472,primary,Family run pizzeria near Cal State LA college. Original signs.,http://www.yelp.com/biz/garfonos-pizza-los-angeles,1959,
9082 Las Tunas Dr, Temple City,CA,91780,Mama Petrillo Restaurant,-118.0712692,34.1046194,house,"Family owned Italian vintage wood paneled walls, red leather booths  original sign.",http://www.yelp.com/biz/mama-petrillos-temple-city,1954,
74 East Live Oak, Arcadia,CA,91007,Taco Treat,,,,Family owned fast-food Mexican served from a small mid-century building with a take-out window. Great original vintage sign.,http://www.yelp.com/biz/taco-treat-arcadia,1969,
1524 E Colorado St, Glendale,CA,91205,Scarantino Italian Inn,,,,Exterior brick facade. Casual Italian in a no frills room with red checkered table cloths.,http://scarantinos.com/about-us/,1967,
414 N Beverly Drive, Beverly Hills,CA,90210,Nate â€˜n Al,-118.4021621,34.07030348,house,Established Jewish deli with brown leather booths and a glass enclosed deli case.,http://www.natenal.com/natenal-history.html,1945,
2803 E Anaheim St, Long Beach,CA,90804,Joe Jost,-118.1424558,33.7825815,secondary,"Established as a barber shop & pool hall. Serving sandwiches and pickled eggs since prohibition was appealed, this old-time tavern features a wooden bar, wood booths and a pool room full of memorabilia",http://www.joejosts.com/index.php/our-history,1924,
100 N. La Cienega Blvd., Beverly Hills,CA,90211,Lawry's,,,,Elegant steakhouse in a modernistic building from 1947-1993. In 1993 they moved into a newly built structure.   /span,http://www.discoverlosangeles.com/what-to-do/restaurants/lawrys-prime-rib,1938,
317 N Brand Blvd, Glendale,CA,91203,Damon Steak House,-118.2551373,34.1423418,house,Elaborately decorated Polynesian steakhouse originally on Central Blvd moved to this location in 1980.,http://www.damonsglendale.com/history.html,1937,
556 E Thousand Oaks, Thousand Oaks,CA,91360,Corrigan Steakhouse,,,,Eclectic old west-themed steakhouse. Owner father created 1950s Western theme park 8220Corriganville8221.,http://www.corriganssteakhouse.com/about.html,1982,
13726 Oxnard St, Valley Glen,CA,91401,Barone's Pizzeria,,,,East coast Italian. Moved in 2006 into the former space of the defunct Old Heidelberg. Amazing original 1958 vintage interiors  lounge. This location is known for a scene in the movie 8220Fast Times at Ridgemont High8221.,http://deanjab.com/2014/11/barones-famous-italian-restaurant-valley-glen-california/,1945,
21020 Ventura Blvd, Woodland Hills,CA,91364,Paoli,-118.6077573,34.1685745,primary,East coast Italian feel. Small piano bar with a vintage feel and a separate bar area.,http://www.yelp.com/biz/paolis-pizzeria-and-piano-bar-woodland-hills,1984,
206 W Colorado St, Glendale,CA,91204,Foxy Restaurant,,,,Diner with wooden A-frame interior has been redecorated  remodeled. Serving Southwestern/American.,http://foxysglendale.com/?page_id=35,1964,
1500 Colorado Blvd, Los Angeles,CA,90041,Cindy Eagle Rock,-118.198306,34.139135,house,"Diner with orange leather booths  stools, vintage lighting and restored original signs.",http://www.cindyseaglerock.com/,1948,
1869 N Vermont Ave, Los Angeles,CA,90027,House of Pies,-118.2920313,34.1050787,restaurant,"Diner food. Homemade pie. Once a chain that had 32 in So Cal alone, this is the last one standing.",http://www.laweekly.com/restaurants/the-fall-and-rise-of-the-house-of-pies-send-us-your-photos-of-surviving-house-of-pies-buildings-2383520,1969,
11628 Barrington Ct, Los Angeles,CA,90049,Ristorante Peppone,-118.4692629,34.06501471,house,"Dimly-lit, mahogany and stained glass. Pricey Italian-American food in Brentwood.",http://www.peppone.com/restaurant.htm,1974,
5339 E 2nd St, Long Beach,CA,90803,Domenico's Italian Restaurant,-118.1316486,33.75898875,house,"Dimly lit with red leather booths, dark wood and stained glass. Great neon signs.",http://www.domenicosrestaurant.com/history/,1954,
2980 Los Feliz Blvd, Los Angeles,CA,90039,Tam O'Shanter,-118.2692873,34.1230464,primary,Designed by storybook architect Harry Oliver. Classic Scottish steakhouse with ornate interior.,http://www.lawrysonline.com/tam-oshanter?typ=full,1922,
27400 Pacific Coast Hwy, Malibu,CA,90265,Geoffrey,-118.7697316,34.0254003,restaurant,"Designed by Richard Neutra in 1948 as Holiday House. In 1983 it became Geoffrey, pricey surf  turf.",http://www.geoffreysmalibu.com/about.html,1983,
13301 Ventura Blvd, Sherman Oaks,CA,91423,Casa Vega,-118.4194752,34.1458315,residential,"Dark, vintage Mexican restaurant with burgundy leather booths brick walls and great original neon signs.",http://casavega.com/about.php,1956,
11755 W Pico Blvd, Los Angeles,CA,90064,Don Antonio,-118.4467538,34.03118245,house,"Dark and cozy, red leather booths and a 8220cave room8221 complete with stalactites.",http://www.donantoniosla.com/history,1982,
2506 1/2 E 1st St, Los Angeles,CA,90033,Otomisan,,,,"Cozy diner with booths. It the last remaining Japanese restaurant in L.A. first Little Tokyo, part of Boyle Heights.",http://www.kcet.org/socal/departures/little-tokyo/otomisan-the-last-japanese-restaurant-in-boyle-heights.html,1956,
